Bee_number	Start	Stop	Death	Treatment	Cup	Hive
15	1	10	0	Serratia	B	Hive2
16	1	10	0	Serratia	B	Hive2
17	1	10	0	Serratia	B	Hive2
18	1	10	0	Serratia	B	Hive2
19	1	10	0	Serratia	B	Hive2
20	1	10	0	Serratia	B	Hive2
21	1	10	0	Serratia	B	Hive2
22	1	10	0	Serratia	B	Hive2
23	1	10	0	Serratia	B	Hive2
24	1	10	0	Serratia	B	Hive2
25	1	10	0	Serratia	B	Hive2
26	1	10	0	Serratia	B	Hive2
27	1	10	0	Serratia	B	Hive2
28	1	10	0	Serratia	B	Hive2
29	1	10	0	Serratia	B	Hive2
30	1	10	0	Serratia	B	Hive2
31	1	10	0	Serratia	B	Hive2
32	1	10	0	Serratia	B	Hive2
33	1	10	0	Serratia	B	Hive2
34	1	10	0	Serratia	B	Hive2
35	1	10	0	Serratia	B	Hive2
36	1	10	0	Serratia	B	Hive2
37	1	10	0	Serratia	B	Hive2
38	1	10	0	Serratia	B	Hive2
39	1	10	0	Serratia	B	Hive2
1	1	1	1	Serratia	C	Hive2
2	1	2	1	Serratia	C	Hive2
3	1	3	1	Serratia	C	Hive2
4	1	4	1	Serratia	C	Hive2
5	1	5	1	Serratia	C	Hive2
6	1	8	1	Serratia	C	Hive2
7	1	10	0	Serratia	C	Hive2
8	1	10	0	Serratia	C	Hive2
9	1	10	0	Serratia	C	Hive2
10	1	10	0	Serratia	C	Hive2
11	1	10	0	Serratia	C	Hive2
12	1	10	0	Serratia	C	Hive2
13	1	10	0	Serratia	C	Hive2
14	1	10	0	Serratia	C	Hive2
15	1	10	0	Serratia	C	Hive2
16	1	10	0	Serratia	C	Hive2
17	1	10	0	Serratia	C	Hive2
18	1	10	0	Serratia	C	Hive2
19	1	10	0	Serratia	C	Hive2
20	1	10	0	Serratia	C	Hive2
21	1	10	0	Serratia	C	Hive2
22	1	10	0	Serratia	C	Hive2
23	1	10	0	Serratia	C	Hive2
24	1	10	0	Serratia	C	Hive2
25	1	10	0	Serratia	C	Hive2
26	1	10	0	Serratia	C	Hive2
27	1	10	0	Serratia	C	Hive2
28	1	10	0	Serratia	C	Hive2
29	1	10	0	Serratia	C	Hive2
30	1	10	0	Serratia	C	Hive2
31	1	10	0	Serratia	C	Hive2
32	1	10	0	Serratia	C	Hive2
33	1	10	0	Serratia	C	Hive2
34	1	10	0	Serratia	C	Hive2
35	1	10	0	Serratia	C	Hive2
36	1	10	0	Serratia	C	Hive2
37	1	10	0	Serratia	C	Hive2
38	1	10	0	Serratia	C	Hive2
39	1	10	0	Serratia	C	Hive2
40	1	10	0	Serratia	C	Hive2
1	1	3	1	Serratia	A	Hive3
2	1	3	1	Serratia	A	Hive3
3	1	4	1	Serratia	A	Hive3
4	1	5	1	Serratia	A	Hive3
5	1	5	1	Serratia	A	Hive3
6	1	5	1	Serratia	A	Hive3
7	1	5	1	Serratia	A	Hive3
8	1	10	0	Serratia	A	Hive3
9	1	10	0	Serratia	A	Hive3
10	1	10	0	Serratia	A	Hive3
11	1	10	0	Serratia	A	Hive3
12	1	10	0	Serratia	A	Hive3
13	1	10	0	Serratia	A	Hive3
14	1	10	0	Serratia	A	Hive3
15	1	10	0	Serratia	A	Hive3
16	1	10	0	Serratia	A	Hive3
17	1	10	0	Serratia	A	Hive3
18	1	10	0	Serratia	A	Hive3
19	1	10	0	Serratia	A	Hive3
20	1	10	0	Serratia	A	Hive3
21	1	10	0	Serratia	A	Hive3
22	1	10	0	Serratia	A	Hive3
23	1	10	0	Serratia	A	Hive3
24	1	10	0	Serratia	A	Hive3
25	1	10	0	Serratia	A	Hive3
26	1	10	0	Serratia	A	Hive3
27	1	10	0	Serratia	A	Hive3
28	1	10	0	Serratia	A	Hive3
29	1	10	0	Serratia	A	Hive3
30	1	10	0	Serratia	A	Hive3
31	1	10	0	Serratia	A	Hive3
32	1	10	0	Serratia	A	Hive3
33	1	10	0	Serratia	A	Hive3
34	1	10	0	Serratia	A	Hive3
35	1	10	0	Serratia	A	Hive3
36	1	10	0	Serratia	A	Hive3
37	1	10	0	Serratia	A	Hive3
38	1	10	0	Serratia	A	Hive3
39	1	10	0	Serratia	A	Hive3
40	1	10	0	Serratia	A	Hive3
1	1	1	1	Serratia	B	Hive3
2	1	2	1	Serratia	B	Hive3
3	1	4	1	Serratia	B	Hive3
4	1	5	1	Serratia	B	Hive3
5	1	5	1	Serratia	B	Hive3
6	1	6	1	Serratia	B	Hive3
7	1	6	1	Serratia	B	Hive3
8	1	7	1	Serratia	B	Hive3
9	1	7	1	Serratia	B	Hive3
10	1	7	1	Serratia	B	Hive3
11	1	8	1	Serratia	B	Hive3
12	1	8	1	Serratia	B	Hive3
13	1	9	1	Serratia	B	Hive3
14	1	10	1	Serratia	B	Hive3
15	1	10	0	Serratia	B	Hive3
16	1	10	0	Serratia	B	Hive3
17	1	10	0	Serratia	B	Hive3
18	1	10	0	Serratia	B	Hive3
19	1	10	0	Serratia	B	Hive3
20	1	10	0	Serratia	B	Hive3
21	1	10	0	Serratia	B	Hive3
22	1	10	0	Serratia	B	Hive3
23	1	10	0	Serratia	B	Hive3
24	1	10	0	Serratia	B	Hive3
25	1	10	0	Serratia	B	Hive3
26	1	10	0	Serratia	B	Hive3
27	1	10	0	Serratia	B	Hive3
28	1	10	0	Serratia	B	Hive3
29	1	10	0	Serratia	B	Hive3
30	1	10	0	Serratia	B	Hive3
31	1	10	0	Serratia	B	Hive3
32	1	10	0	Serratia	B	Hive3
33	1	10	0	Serratia	B	Hive3
34	1	10	0	Serratia	B	Hive3
35	1	10	0	Serratia	B	Hive3
36	1	10	0	Serratia	B	Hive3
37	1	10	0	Serratia	B	Hive3
38	1	10	0	Serratia	B	Hive3
39	1	10	0	Serratia	B	Hive3
40	1	10	0	Serratia	B	Hive3
1	1	2	1	Serratia	C	Hive3
2	1	2	1	Serratia	C	Hive3
3	1	3	1	Serratia	C	Hive3
4	1	4	1	Serratia	C	Hive3
5	1	6	1	Serratia	C	Hive3
6	1	7	1	Serratia	C	Hive3
7	1	7	1	Serratia	C	Hive3
8	1	7	1	Serratia	C	Hive3
9	1	8	1	Serratia	C	Hive3
10	1	8	1	Serratia	C	Hive3
11	1	10	1	Serratia	C	Hive3
12	1	10	0	Serratia	C	Hive3
13	1	10	0	Serratia	C	Hive3
14	1	10	0	Serratia	C	Hive3
15	1	10	0	Serratia	C	Hive3
16	1	10	0	Serratia	C	Hive3
17	1	10	0	Serratia	C	Hive3
18	1	10	0	Serratia	C	Hive3
19	1	10	0	Serratia	C	Hive3
20	1	10	0	Serratia	C	Hive3
21	1	10	0	Serratia	C	Hive3
22	1	10	0	Serratia	C	Hive3
23	1	10	0	Serratia	C	Hive3
24	1	10	0	Serratia	C	Hive3
25	1	10	0	Serratia	C	Hive3
26	1	10	0	Serratia	C	Hive3
27	1	10	0	Serratia	C	Hive3
28	1	10	0	Serratia	C	Hive3
29	1	10	0	Serratia	C	Hive3
30	1	10	0	Serratia	C	Hive3
31	1	10	0	Serratia	C	Hive3
32	1	10	0	Serratia	C	Hive3
33	1	10	0	Serratia	C	Hive3
34	1	10	0	Serratia	C	Hive3
35	1	10	0	Serratia	C	Hive3
36	1	10	0	Serratia	C	Hive3
37	1	10	0	Serratia	C	Hive3
38	1	10	0	Serratia	C	Hive3
39	1	10	0	Serratia	C	Hive3
40	1	10	0	Serratia	C	Hive3
1	1	1	1	Serratia	A	Hive4
2	1	2	1	Serratia	A	Hive4
3	1	3	1	Serratia	A	Hive4
4	1	5	1	Serratia	A	Hive4
5	1	9	1	Serratia	A	Hive4
6	1	10	0	Serratia	A	Hive4
7	1	10	0	Serratia	A	Hive4
8	1	10	0	Serratia	A	Hive4
9	1	10	0	Serratia	A	Hive4
10	1	10	0	Serratia	A	Hive4
11	1	10	0	Serratia	A	Hive4
12	1	10	0	Serratia	A	Hive4
13	1	10	0	Serratia	A	Hive4
14	1	10	0	Serratia	A	Hive4
15	1	10	0	Serratia	A	Hive4
16	1	10	0	Serratia	A	Hive4
17	1	10	0	Serratia	A	Hive4
18	1	10	0	Serratia	A	Hive4
19	1	10	0	Serratia	A	Hive4
20	1	10	0	Serratia	A	Hive4
21	1	10	0	Serratia	A	Hive4
22	1	10	0	Serratia	A	Hive4
23	1	10	0	Serratia	A	Hive4
24	1	10	0	Serratia	A	Hive4
25	1	10	0	Serratia	A	Hive4
26	1	10	0	Serratia	A	Hive4
27	1	10	0	Serratia	A	Hive4
28	1	10	0	Serratia	A	Hive4
29	1	10	0	Serratia	A	Hive4
30	1	10	0	Serratia	A	Hive4
31	1	10	0	Serratia	A	Hive4
32	1	10	0	Serratia	A	Hive4
33	1	10	0	Serratia	A	Hive4
34	1	10	0	Serratia	A	Hive4
35	1	10	0	Serratia	A	Hive4
36	1	10	0	Serratia	A	Hive4
37	1	10	0	Serratia	A	Hive4
38	1	10	0	Serratia	A	Hive4
1	1	3	1	Serratia	B	Hive4
2	1	3	1	Serratia	B	Hive4
3	1	4	1	Serratia	B	Hive4
4	1	6	1	Serratia	B	Hive4
5	1	9	1	Serratia	B	Hive4
6	1	9	1	Serratia	B	Hive4
7	1	10	0	Serratia	B	Hive4
8	1	10	0	Serratia	B	Hive4
9	1	10	0	Serratia	B	Hive4
10	1	10	0	Serratia	B	Hive4
11	1	10	0	Serratia	B	Hive4
12	1	10	0	Serratia	B	Hive4
13	1	10	0	Serratia	B	Hive4
14	1	10	0	Serratia	B	Hive4
15	1	10	0	Serratia	B	Hive4
16	1	10	0	Serratia	B	Hive4
17	1	10	0	Serratia	B	Hive4
18	1	10	0	Serratia	B	Hive4
19	1	10	0	Serratia	B	Hive4
20	1	10	0	Serratia	B	Hive4
21	1	10	0	Serratia	B	Hive4
22	1	10	0	Serratia	B	Hive4
23	1	10	0	Serratia	B	Hive4
24	1	10	0	Serratia	B	Hive4
25	1	10	0	Serratia	B	Hive4
26	1	10	0	Serratia	B	Hive4
27	1	10	0	Serratia	B	Hive4
28	1	10	0	Serratia	B	Hive4
29	1	10	0	Serratia	B	Hive4
30	1	10	0	Serratia	B	Hive4
31	1	10	0	Serratia	B	Hive4
32	1	10	0	Serratia	B	Hive4
33	1	10	0	Serratia	B	Hive4
34	1	10	0	Serratia	B	Hive4
35	1	10	0	Serratia	B	Hive4
36	1	10	0	Serratia	B	Hive4
37	1	10	0	Serratia	B	Hive4
38	1	10	0	Serratia	B	Hive4
39	1	10	0	Serratia	B	Hive4
1	1	1	1	Serratia	C	Hive4
2	1	3	1	Serratia	C	Hive4
3	1	3	1	Serratia	C	Hive4
4	1	4	1	Serratia	C	Hive4
5	1	4	1	Serratia	C	Hive4
6	1	6	1	Serratia	C	Hive4
7	1	7	1	Serratia	C	Hive4
8	1	8	1	Serratia	C	Hive4
9	1	8	1	Serratia	C	Hive4
10	1	10	0	Serratia	C	Hive4
11	1	10	0	Serratia	C	Hive4
12	1	10	0	Serratia	C	Hive4
13	1	10	0	Serratia	C	Hive4
14	1	10	0	Serratia	C	Hive4
15	1	10	0	Serratia	C	Hive4
16	1	10	0	Serratia	C	Hive4
17	1	10	0	Serratia	C	Hive4
18	1	10	0	Serratia	C	Hive4
19	1	10	0	Serratia	C	Hive4
20	1	10	0	Serratia	C	Hive4
21	1	10	0	Serratia	C	Hive4
22	1	10	0	Serratia	C	Hive4
23	1	10	0	Serratia	C	Hive4
24	1	10	0	Serratia	C	Hive4
25	1	10	0	Serratia	C	Hive4
26	1	10	0	Serratia	C	Hive4
27	1	10	0	Serratia	C	Hive4
28	1	10	0	Serratia	C	Hive4
29	1	10	0	Serratia	C	Hive4
30	1	10	0	Serratia	C	Hive4
31	1	10	0	Serratia	C	Hive4
32	1	10	0	Serratia	C	Hive4
33	1	10	0	Serratia	C	Hive4
34	1	10	0	Serratia	C	Hive4
35	1	10	0	Serratia	C	Hive4
36	1	10	0	Serratia	C	Hive4
37	1	10	0	Serratia	C	Hive4
38	1	10	0	Serratia	C	Hive4
39	1	10	0	Serratia	C	Hive4
40	1	10	0	Serratia	C	Hive4
1	1	3	1	Serratia	A	Hive5
2	1	4	1	Serratia	A	Hive5
3	1	4	1	Serratia	A	Hive5
4	1	5	1	Serratia	A	Hive5
5	1	6	1	Serratia	A	Hive5
6	1	7	1	Serratia	A	Hive5
7	1	9	1	Serratia	A	Hive5
8	1	9	1	Serratia	A	Hive5
9	1	9	1	Serratia	A	Hive5
10	1	10	0	Serratia	A	Hive5
11	1	10	0	Serratia	A	Hive5
12	1	10	0	Serratia	A	Hive5
13	1	10	0	Serratia	A	Hive5
14	1	10	0	Serratia	A	Hive5
15	1	10	0	Serratia	A	Hive5
16	1	10	0	Serratia	A	Hive5
17	1	10	0	Serratia	A	Hive5
18	1	10	0	Serratia	A	Hive5
19	1	10	0	Serratia	A	Hive5
20	1	10	0	Serratia	A	Hive5
21	1	10	0	Serratia	A	Hive5
22	1	10	0	Serratia	A	Hive5
23	1	10	0	Serratia	A	Hive5
24	1	10	0	Serratia	A	Hive5
25	1	10	0	Serratia	A	Hive5
26	1	10	0	Serratia	A	Hive5
27	1	10	0	Serratia	A	Hive5
28	1	10	0	Serratia	A	Hive5
29	1	10	0	Serratia	A	Hive5
30	1	10	0	Serratia	A	Hive5
31	1	10	0	Serratia	A	Hive5
32	1	10	0	Serratia	A	Hive5
33	1	10	0	Serratia	A	Hive5
34	1	10	0	Serratia	A	Hive5
35	1	10	0	Serratia	A	Hive5
36	1	10	0	Serratia	A	Hive5
37	1	10	0	Serratia	A	Hive5
38	1	10	0	Serratia	A	Hive5
39	1	10	0	Serratia	A	Hive5
1	1	3	1	Serratia	B	Hive5
2	1	4	1	Serratia	B	Hive5
3	1	4	1	Serratia	B	Hive5
4	1	4	1	Serratia	B	Hive5
5	1	4	1	Serratia	B	Hive5
6	1	6	1	Serratia	B	Hive5
7	1	6	1	Serratia	B	Hive5
8	1	7	1	Serratia	B	Hive5
9	1	9	1	Serratia	B	Hive5
10	1	10	1	Serratia	B	Hive5
11	1	10	1	Serratia	B	Hive5
12	1	10	1	Serratia	B	Hive5
13	1	10	1	Serratia	B	Hive5
14	1	10	0	Serratia	B	Hive5
15	1	10	0	Serratia	B	Hive5
16	1	10	0	Serratia	B	Hive5
17	1	10	0	Serratia	B	Hive5
18	1	10	0	Serratia	B	Hive5
19	1	10	0	Serratia	B	Hive5
20	1	10	0	Serratia	B	Hive5
21	1	10	0	Serratia	B	Hive5
22	1	10	0	Serratia	B	Hive5
23	1	10	0	Serratia	B	Hive5
24	1	10	0	Serratia	B	Hive5
25	1	10	0	Serratia	B	Hive5
26	1	10	0	Serratia	B	Hive5
27	1	10	0	Serratia	B	Hive5
28	1	10	0	Serratia	B	Hive5
29	1	10	0	Serratia	B	Hive5
30	1	10	0	Serratia	B	Hive5
31	1	10	0	Serratia	B	Hive5
32	1	10	0	Serratia	B	Hive5
33	1	10	0	Serratia	B	Hive5
34	1	10	0	Serratia	B	Hive5
35	1	10	0	Serratia	B	Hive5
36	1	10	0	Serratia	B	Hive5
37	1	10	0	Serratia	B	Hive5
38	1	10	0	Serratia	B	Hive5
39	1	10	0	Serratia	B	Hive5
1	1	1	1	Serratia	C	Hive5
2	1	5	1	Serratia	C	Hive5
3	1	5	1	Serratia	C	Hive5
4	1	6	1	Serratia	C	Hive5
5	1	7	1	Serratia	C	Hive5
6	1	7	1	Serratia	C	Hive5
7	1	7	1	Serratia	C	Hive5
8	1	7	1	Serratia	C	Hive5
9	1	7	1	Serratia	C	Hive5
10	1	7	1	Serratia	C	Hive5
11	1	7	1	Serratia	C	Hive5
12	1	7	1	Serratia	C	Hive5
13	1	8	1	Serratia	C	Hive5
14	1	8	1	Serratia	C	Hive5
15	1	8	1	Serratia	C	Hive5
16	1	8	1	Serratia	C	Hive5
17	1	8	1	Serratia	C	Hive5
18	1	9	1	Serratia	C	Hive5
19	1	10	0	Serratia	C	Hive5
20	1	10	0	Serratia	C	Hive5
21	1	10	0	Serratia	C	Hive5
22	1	10	0	Serratia	C	Hive5
23	1	10	0	Serratia	C	Hive5
24	1	10	0	Serratia	C	Hive5
25	1	10	0	Serratia	C	Hive5
26	1	10	0	Serratia	C	Hive5
27	1	10	0	Serratia	C	Hive5
28	1	10	0	Serratia	C	Hive5
29	1	10	0	Serratia	C	Hive5
30	1	10	0	Serratia	C	Hive5
31	1	10	0	Serratia	C	Hive5
32	1	10	0	Serratia	C	Hive5
33	1	10	0	Serratia	C	Hive5
34	1	10	0	Serratia	C	Hive5
35	1	10	0	Serratia	C	Hive5
36	1	10	0	Serratia	C	Hive5
37	1	10	0	Serratia	C	Hive5
38	1	10	0	Serratia	C	Hive5
39	1	10	0	Serratia	C	Hive5
40	1	10	0	Serratia	C	Hive5
1	1	1	1	Roundup	A	Hive6
2	1	1	1	Roundup	A	Hive6
3	1	1	1	Roundup	A	Hive6
4	1	1	1	Roundup	A	Hive6
5	1	1	1	Roundup	A	Hive6
6	1	1	1	Roundup	A	Hive6
7	1	10	0	Roundup	A	Hive6
8	1	10	0	Roundup	A	Hive6
9	1	10	0	Roundup	A	Hive6
10	1	10	0	Roundup	A	Hive6
11	1	10	0	Roundup	A	Hive6
12	1	10	0	Roundup	A	Hive6
13	1	10	0	Roundup	A	Hive6
14	1	10	0	Roundup	A	Hive6
15	1	10	0	Roundup	A	Hive6
16	1	10	0	Roundup	A	Hive6
17	1	10	0	Roundup	A	Hive6
18	1	10	0	Roundup	A	Hive6
19	1	10	0	Roundup	A	Hive6
20	1	10	0	Roundup	A	Hive6
21	1	10	0	Roundup	A	Hive6
22	1	10	0	Roundup	A	Hive6
23	1	10	0	Roundup	A	Hive6
24	1	10	0	Roundup	A	Hive6
25	1	10	0	Roundup	A	Hive6
26	1	10	0	Roundup	A	Hive6
27	1	10	0	Roundup	A	Hive6
28	1	10	0	Roundup	A	Hive6
1	1	1	1	Roundup	B	Hive6
2	1	1	1	Roundup	B	Hive6
3	1	10	1	Roundup	B	Hive6
4	1	10	0	Roundup	B	Hive6
5	1	10	0	Roundup	B	Hive6
6	1	10	0	Roundup	B	Hive6
7	1	10	0	Roundup	B	Hive6
8	1	10	0	Roundup	B	Hive6
9	1	10	0	Roundup	B	Hive6
10	1	10	0	Roundup	B	Hive6
11	1	10	0	Roundup	B	Hive6
12	1	10	0	Roundup	B	Hive6
13	1	10	0	Roundup	B	Hive6
14	1	10	0	Roundup	B	Hive6
15	1	10	0	Roundup	B	Hive6
16	1	10	0	Roundup	B	Hive6
17	1	10	0	Roundup	B	Hive6
18	1	10	0	Roundup	B	Hive6
19	1	10	0	Roundup	B	Hive6
20	1	10	0	Roundup	B	Hive6
21	1	10	0	Roundup	B	Hive6
22	1	10	0	Roundup	B	Hive6
23	1	10	0	Roundup	B	Hive6
24	1	10	0	Roundup	B	Hive6
25	1	10	0	Roundup	B	Hive6
26	1	10	0	Roundup	B	Hive6
1	1	1	1	Roundup	C	Hive6
2	1	1	1	Roundup	C	Hive6
3	1	1	1	Roundup	C	Hive6
4	1	1	1	Roundup	C	Hive6
5	1	10	1	Roundup	C	Hive6
6	1	10	0	Roundup	C	Hive6
7	1	10	0	Roundup	C	Hive6
8	1	10	0	Roundup	C	Hive6
9	1	10	0	Roundup	C	Hive6
10	1	10	0	Roundup	C	Hive6
11	1	10	0	Roundup	C	Hive6
12	1	10	0	Roundup	C	Hive6
13	1	10	0	Roundup	C	Hive6
14	1	10	0	Roundup	C	Hive6
15	1	10	0	Roundup	C	Hive6
16	1	10	0	Roundup	C	Hive6
17	1	10	0	Roundup	C	Hive6
18	1	10	0	Roundup	C	Hive6
19	1	10	0	Roundup	C	Hive6
20	1	10	0	Roundup	C	Hive6
21	1	10	0	Roundup	C	Hive6
22	1	10	0	Roundup	C	Hive6
23	1	10	0	Roundup	C	Hive6
24	1	10	0	Roundup	C	Hive6
25	1	10	0	Roundup	C	Hive6
26	1	10	0	Roundup	C	Hive6
1	1	4	1	Roundup	A	Hive7
2	1	10	0	Roundup	A	Hive7
3	1	10	0	Roundup	A	Hive7
4	1	10	0	Roundup	A	Hive7
5	1	10	0	Roundup	A	Hive7
6	1	10	0	Roundup	A	Hive7
7	1	10	0	Roundup	A	Hive7
8	1	10	0	Roundup	A	Hive7
9	1	10	0	Roundup	A	Hive7
10	1	10	0	Roundup	A	Hive7
11	1	10	0	Roundup	A	Hive7
12	1	10	0	Roundup	A	Hive7
13	1	10	0	Roundup	A	Hive7
14	1	10	0	Roundup	A	Hive7
15	1	10	0	Roundup	A	Hive7
16	1	10	0	Roundup	A	Hive7
17	1	10	0	Roundup	A	Hive7
18	1	10	0	Roundup	A	Hive7
19	1	10	0	Roundup	A	Hive7
20	1	10	0	Roundup	A	Hive7
21	1	10	0	Roundup	A	Hive7
22	1	10	0	Roundup	A	Hive7
23	1	10	0	Roundup	A	Hive7
24	1	10	0	Roundup	A	Hive7
25	1	10	0	Roundup	A	Hive7
26	1	10	0	Roundup	A	Hive7
27	1	10	0	Roundup	A	Hive7
28	1	10	0	Roundup	A	Hive7
29	1	10	0	Roundup	A	Hive7
30	1	10	0	Roundup	A	Hive7
31	1	10	0	Roundup	A	Hive7
32	1	10	0	Roundup	A	Hive7
33	1	10	0	Roundup	A	Hive7
34	1	10	0	Roundup	A	Hive7
35	1	10	0	Roundup	A	Hive7
36	1	10	0	Roundup	A	Hive7
37	1	10	0	Roundup	A	Hive7
38	1	10	0	Roundup	A	Hive7
39	1	10	0	Roundup	A	Hive7
40	1	10	0	Roundup	A	Hive7
1	1	1	1	Roundup	B	Hive7
2	1	8	1	Roundup	B	Hive7
3	1	8	1	Roundup	B	Hive7
4	1	8	1	Roundup	B	Hive7
5	1	8	1	Roundup	B	Hive7
6	1	8	1	Roundup	B	Hive7
7	1	8	1	Roundup	B	Hive7
8	1	10	0	Roundup	B	Hive7
9	1	10	0	Roundup	B	Hive7
10	1	10	0	Roundup	B	Hive7
11	1	10	0	Roundup	B	Hive7
12	1	10	0	Roundup	B	Hive7
13	1	10	0	Roundup	B	Hive7
14	1	10	0	Roundup	B	Hive7
15	1	10	0	Roundup	B	Hive7
16	1	10	0	Roundup	B	Hive7
17	1	10	0	Roundup	B	Hive7
18	1	10	0	Roundup	B	Hive7
19	1	10	0	Roundup	B	Hive7
20	1	10	0	Roundup	B	Hive7
21	1	10	0	Roundup	B	Hive7
22	1	10	0	Roundup	B	Hive7
23	1	10	0	Roundup	B	Hive7
24	1	10	0	Roundup	B	Hive7
25	1	10	0	Roundup	B	Hive7
26	1	10	0	Roundup	B	Hive7
27	1	10	0	Roundup	B	Hive7
28	1	10	0	Roundup	B	Hive7
29	1	10	0	Roundup	B	Hive7
30	1	10	0	Roundup	B	Hive7
31	1	10	0	Roundup	B	Hive7
32	1	10	0	Roundup	B	Hive7
33	1	10	0	Roundup	B	Hive7
34	1	10	0	Roundup	B	Hive7
35	1	10	0	Roundup	B	Hive7
36	1	10	0	Roundup	B	Hive7
37	1	10	0	Roundup	B	Hive7
38	1	10	0	Roundup	B	Hive7
39	1	10	0	Roundup	B	Hive7
40	1	10	0	Roundup	B	Hive7
1	1	6	1	Roundup	C	Hive7
2	1	6	1	Roundup	C	Hive7
3	1	6	1	Roundup	C	Hive7
4	1	10	1	Roundup	C	Hive7
5	1	10	1	Roundup	C	Hive7
6	1	10	1	Roundup	C	Hive7
7	1	10	0	Roundup	C	Hive7
8	1	10	0	Roundup	C	Hive7
9	1	10	0	Roundup	C	Hive7
10	1	10	0	Roundup	C	Hive7
11	1	10	0	Roundup	C	Hive7
12	1	10	0	Roundup	C	Hive7
13	1	10	0	Roundup	C	Hive7
14	1	10	0	Roundup	C	Hive7
15	1	10	0	Roundup	C	Hive7
16	1	10	0	Roundup	C	Hive7
17	1	10	0	Roundup	C	Hive7
18	1	10	0	Roundup	C	Hive7
19	1	10	0	Roundup	C	Hive7
20	1	10	0	Roundup	C	Hive7
21	1	10	0	Roundup	C	Hive7
22	1	10	0	Roundup	C	Hive7
23	1	10	0	Roundup	C	Hive7
24	1	10	0	Roundup	C	Hive7
25	1	10	0	Roundup	C	Hive7
26	1	10	0	Roundup	C	Hive7
27	1	10	0	Roundup	C	Hive7
28	1	10	0	Roundup	C	Hive7
29	1	10	0	Roundup	C	Hive7
30	1	10	0	Roundup	C	Hive7
31	1	10	0	Roundup	C	Hive7
32	1	10	0	Roundup	C	Hive7
33	1	10	0	Roundup	C	Hive7
34	1	10	0	Roundup	C	Hive7
35	1	10	0	Roundup	C	Hive7
36	1	10	0	Roundup	C	Hive7
37	1	10	0	Roundup	C	Hive7
38	1	10	0	Roundup	C	Hive7
39	1	10	0	Roundup	C	Hive7
40	1	10	0	Roundup	C	Hive7
1	1	10	0	Roundup	A	Hive8
2	1	10	0	Roundup	A	Hive8
3	1	10	0	Roundup	A	Hive8
4	1	10	0	Roundup	A	Hive8
5	1	10	0	Roundup	A	Hive8
6	1	10	0	Roundup	A	Hive8
7	1	10	0	Roundup	A	Hive8
8	1	10	0	Roundup	A	Hive8
9	1	10	0	Roundup	A	Hive8
10	1	10	0	Roundup	A	Hive8
11	1	10	0	Roundup	A	Hive8
12	1	10	0	Roundup	A	Hive8
13	1	10	0	Roundup	A	Hive8
14	1	10	0	Roundup	A	Hive8
15	1	10	0	Roundup	A	Hive8
16	1	10	0	Roundup	A	Hive8
17	1	10	0	Roundup	A	Hive8
18	1	10	0	Roundup	A	Hive8
19	1	10	0	Roundup	A	Hive8
20	1	10	0	Roundup	A	Hive8
21	1	10	0	Roundup	A	Hive8
22	1	10	0	Roundup	A	Hive8
23	1	10	0	Roundup	A	Hive8
24	1	10	0	Roundup	A	Hive8
25	1	10	0	Roundup	A	Hive8
26	1	10	0	Roundup	A	Hive8
27	1	10	0	Roundup	A	Hive8
28	1	10	0	Roundup	A	Hive8
29	1	10	0	Roundup	A	Hive8
30	1	10	0	Roundup	A	Hive8
31	1	10	0	Roundup	A	Hive8
32	1	10	0	Roundup	A	Hive8
33	1	10	0	Roundup	A	Hive8
34	1	10	0	Roundup	A	Hive8
35	1	10	0	Roundup	A	Hive8
36	1	10	0	Roundup	A	Hive8
37	1	10	0	Roundup	A	Hive8
38	1	10	0	Roundup	A	Hive8
39	1	10	0	Roundup	A	Hive8
40	1	10	0	Roundup	A	Hive8
1	1	4	1	Roundup	B	Hive8
2	1	7	1	Roundup	B	Hive8
3	1	8	1	Roundup	B	Hive8
4	1	8	1	Roundup	B	Hive8
5	1	10	0	Roundup	B	Hive8
6	1	10	0	Roundup	B	Hive8
7	1	10	0	Roundup	B	Hive8
8	1	10	0	Roundup	B	Hive8
9	1	10	0	Roundup	B	Hive8
10	1	10	0	Roundup	B	Hive8
11	1	10	0	Roundup	B	Hive8
12	1	10	0	Roundup	B	Hive8
13	1	10	0	Roundup	B	Hive8
14	1	10	0	Roundup	B	Hive8
15	1	10	0	Roundup	B	Hive8
16	1	10	0	Roundup	B	Hive8
17	1	10	0	Roundup	B	Hive8
18	1	10	0	Roundup	B	Hive8
19	1	10	0	Roundup	B	Hive8
20	1	10	0	Roundup	B	Hive8
21	1	10	0	Roundup	B	Hive8
22	1	10	0	Roundup	B	Hive8
23	1	10	0	Roundup	B	Hive8
24	1	10	0	Roundup	B	Hive8
25	1	10	0	Roundup	B	Hive8
26	1	10	0	Roundup	B	Hive8
27	1	10	0	Roundup	B	Hive8
28	1	10	0	Roundup	B	Hive8
29	1	10	0	Roundup	B	Hive8
30	1	10	0	Roundup	B	Hive8
31	1	10	0	Roundup	B	Hive8
32	1	10	0	Roundup	B	Hive8
33	1	10	0	Roundup	B	Hive8
34	1	10	0	Roundup	B	Hive8
35	1	10	0	Roundup	B	Hive8
36	1	10	0	Roundup	B	Hive8
37	1	10	0	Roundup	B	Hive8
38	1	10	0	Roundup	B	Hive8
